day,hour,overallAQI,status
200,8,61,Moderate
200,9,75,Moderate
200,10,109,Unhealthy
200,11,53,Moderate
200,12,126,Unhealthy
200,13,50,Good
200,14,55,Moderate
200,15,122,Unhealthy
200,16,83,Moderate
200,17,69,Moderate
200,18,70,Moderate
200,19,62,Moderate
200,20,85,Moderate
200,21,53,Moderate
200,22,79,Moderate
200,23,128,Unhealthy
201,0,60,Moderate
201,1,116,Unhealthy
201,2,107,Unhealthy
201,3,82,Moderate
201,4,101,Unhealthy
201,5,92,Moderate
201,6,109,Unhealthy
201,7,102,Unhealthy
201,8,91,Moderate
201,9,127,Unhealthy
201,10,91,Moderate
201,11,72,Moderate
201,12,99,Moderate
201,13,108,Unhealthy
201,14,82,Moderate
201,15,54,Moderate
201,16,107,Unhealthy
201,17,113,Unhealthy
201,18,78,Moderate
201,19,116,Unhealthy
201,20,125,Unhealthy
201,21,111,Unhealthy
201,22,81,Moderate
201,23,51,Moderate
202,0,106,Unhealthy
202,1,116,Unhealthy
202,2,128,Unhealthy
202,3,56,Moderate
202,4,71,Moderate
202,5,85,Moderate
202,6,72,Moderate
202,7,84,Moderate
202,8,112,Unhealthy
202,9,86,Moderate
202,10,116,Unhealthy
202,11,108,Unhealthy
202,12,105,Unhealthy
202,13,107,Unhealthy
202,14,97,Moderate
202,15,122,Unhealthy
202,16,68,Moderate
202,17,74,Moderate
202,18,66,Moderate
202,19,87,Moderate
202,20,94,Moderate
202,21,81,Moderate
202,22,88,Moderate
202,23,84,Moderate
203,0,62,Moderate
203,1,90,Moderate
203,2,105,Unhealthy
203,3,107,Unhealthy
203,4,55,Moderate
203,5,68,Moderate
203,6,66,Moderate
203,7,62,Moderate
203,8,114,Unhealthy
203,9,91,Moderate
203,10,80,Moderate
203,11,59,Moderate
203,12,129,Unhealthy
203,13,111,Unhealthy
203,14,80,Moderate
203,15,110,Unhealthy
203,16,52,Moderate
203,17,102,Unhealthy
203,18,61,Moderate
203,19,51,Moderate
203,20,76,Moderate
203,21,98,Moderate
203,22,66,Moderate
203,23,115,Unhealthy
204,0,108,Unhealthy
204,1,90,Moderate
204,2,101,Unhealthy
204,3,103,Unhealthy
204,4,55,Moderate
204,5,64,Moderate
204,6,111,Unhealthy
204,7,64,Moderate
204,8,80,Moderate
204,9,114,Unhealthy
204,10,123,Unhealthy
204,11,103,Unhealthy
204,12,69,Moderate
204,13,94,Moderate
204,14,97,Moderate
204,15,102,Unhealthy
204,16,84,Moderate
204,17,102,Unhealthy
204,18,91,Moderate
204,19,110,Unhealthy
204,20,77,Moderate
204,21,94,Moderate
204,22,61,Moderate
204,23,86,Moderate
205,0,57,Moderate
205,1,110,Unhealthy
205,2,51,Moderate
205,3,73,Moderate
205,4,130,Unhealthy
205,5,65,Moderate
205,6,122,Unhealthy
205,7,83,Moderate
205,8,66,Moderate
205,9,123,Unhealthy
205,10,117,Unhealthy
205,11,114,Unhealthy
205,12,117,Unhealthy
205,13,70,Moderate
205,14,79,Moderate
205,15,66,Moderate
205,16,93,Moderate
205,17,83,Moderate
205,18,69,Moderate
205,19,65,Moderate
205,20,109,Unhealthy
205,21,96,Moderate
205,22,78,Moderate
205,23,84,Moderate
206,0,120,Unhealthy
206,1,105,Unhealthy
206,2,89,Moderate
206,3,66,Moderate
206,4,67,Moderate
206,5,124,Unhealthy
206,6,103,Unhealthy
206,7,77,Moderate
206,8,116,Unhealthy
206,9,57,Moderate
206,10,73,Moderate
206,11,109,Unhealthy
206,12,130,Unhealthy
206,13,57,Moderate
206,14,108,Unhealthy
206,15,88,Moderate
206,16,116,Unhealthy
206,17,110,Unhealthy
206,18,118,Unhealthy
206,19,97,Moderate
206,20,92,Moderate
206,21,95,Moderate
206,22,106,Unhealthy
206,23,113,Unhealthy
207,0,130,Unhealthy
207,1,74,Moderate
207,2,60,Moderate
207,3,103,Unhealthy
207,4,130,Unhealthy
207,5,100,Moderate
207,6,130,Unhealthy
207,7,53,Moderate
207,8,56,Moderate
207,9,108,Unhealthy
207,10,116,Unhealthy
207,11,128,Unhealthy
207,12,67,Moderate
207,13,105,Unhealthy
207,14,62,Moderate
207,15,101,Unhealthy
207,16,50,Good
207,17,104,Unhealthy
207,18,84,Moderate
207,19,79,Moderate
207,20,63,Moderate
207,21,67,Moderate
207,22,67,Moderate
207,23,106,Unhealthy
208,0,88,Moderate
208,1,126,Unhealthy
208,2,81,Moderate
208,3,83,Moderate
208,4,82,Moderate
208,5,114,Unhealthy
208,6,93,Moderate
208,7,91,Moderate
208,8,58,Moderate
208,9,91,Moderate
208,10,108,Unhealthy
208,11,119,Unhealthy
208,12,66,Moderate
208,13,78,Moderate
208,14,91,Moderate
208,15,63,Moderate
208,16,54,Moderate
208,17,95,Moderate
208,18,101,Unhealthy
208,19,124,Unhealthy
208,20,130,Unhealthy
208,21,103,Unhealthy
208,22,52,Moderate
208,23,83,Moderate
209,0,67,Moderate
209,1,107,Unhealthy
209,2,77,Moderate
209,3,122,Unhealthy
209,4,106,Unhealthy
209,5,95,Moderate
209,6,105,Unhealthy
209,7,127,Unhealthy
209,8,127,Unhealthy
209,9,109,Unhealthy
209,10,88,Moderate
209,11,52,Moderate
209,12,115,Unhealthy
209,13,86,Moderate
209,14,72,Moderate
209,15,106,Unhealthy
209,16,66,Moderate
209,17,87,Moderate
209,18,109,Unhealthy
209,19,52,Moderate
209,20,108,Unhealthy
209,21,124,Unhealthy
209,22,70,Moderate
209,23,117,Unhealthy
210,0,95,Moderate
210,1,72,Moderate
210,2,51,Moderate
210,3,68,Moderate
210,4,83,Moderate
210,5,91,Moderate
210,6,80,Moderate
210,7,107,Unhealthy
210,8,129,Unhealthy
210,9,55,Moderate
210,10,71,Moderate
210,11,106,Unhealthy
210,12,74,Moderate
210,13,64,Moderate
210,14,120,Unhealthy
210,15,93,Moderate
210,16,123,Unhealthy
210,17,112,Unhealthy
210,18,68,Moderate
210,19,121,Unhealthy
210,20,108,Unhealthy
210,21,102,Unhealthy
210,22,114,Unhealthy
210,23,90,Moderate
211,0,106,Unhealthy
211,1,50,Good
211,2,74,Moderate
211,3,54,Moderate
211,4,90,Moderate
211,5,78,Moderate
211,6,81,Moderate
211,7,67,Moderate
211,8,86,Moderate
211,9,113,Unhealthy
211,10,76,Moderate
211,11,117,Unhealthy
211,12,86,Moderate
211,13,68,Moderate
211,14,97,Moderate
211,15,56,Moderate
211,16,81,Moderate
211,17,65,Moderate
211,18,121,Unhealthy
211,19,53,Moderate
211,20,129,Unhealthy
211,21,72,Moderate
211,22,57,Moderate
211,23,58,Moderate
212,0,74,Moderate
212,1,84,Moderate
212,2,92,Moderate
212,3,99,Moderate
212,4,104,Unhealthy
212,5,118,Unhealthy
212,6,71,Moderate
212,7,86,Moderate
212,8,82,Moderate
212,9,60,Moderate
212,10,127,Unhealthy
212,11,52,Moderate
212,12,77,Moderate
212,13,74,Moderate
212,14,86,Moderate
212,15,62,Moderate
212,16,104,Unhealthy
212,17,68,Moderate
212,18,91,Moderate
212,19,76,Moderate
212,20,101,Unhealthy
212,21,50,Good
212,22,78,Moderate
212,23,111,Unhealthy
213,0,126,Unhealthy
213,1,119,Unhealthy
213,2,55,Moderate
213,3,106,Unhealthy
213,4,75,Moderate
213,5,125,Unhealthy
213,6,53,Moderate
213,7,110,Unhealthy
213,8,78,Moderate
213,9,60,Moderate
213,10,100,Moderate
213,11,86,Moderate
213,12,117,Unhealthy
213,13,128,Unhealthy
213,14,90,Moderate
213,15,69,Moderate
213,16,88,Moderate
213,17,83,Moderate
213,18,83,Moderate
213,19,108,Unhealthy
213,20,102,Unhealthy
213,21,99,Moderate
213,22,57,Moderate
213,23,89,Moderate
214,0,119,Unhealthy
214,1,118,Unhealthy
214,2,107,Unhealthy
214,3,60,Moderate
214,4,110,Unhealthy
214,5,104,Unhealthy
214,6,80,Moderate
214,7,82,Moderate
214,8,66,Moderate
214,9,127,Unhealthy
214,10,113,Unhealthy
214,11,50,Good
214,12,85,Moderate
214,13,102,Unhealthy
214,14,93,Moderate
214,15,114,Unhealthy
214,16,54,Moderate
214,17,106,Unhealthy
214,18,106,Unhealthy
214,19,118,Unhealthy
214,20,113,Unhealthy
214,21,127,Unhealthy
214,22,60,Moderate
214,23,98,Moderate
215,0,123,Unhealthy
215,1,117,Unhealthy
215,2,55,Moderate
215,3,65,Moderate
215,4,91,Moderate
215,5,59,Moderate
215,6,120,Unhealthy
215,7,56,Moderate
215,8,55,Moderate
215,9,107,Unhealthy
215,10,55,Moderate
215,11,99,Moderate
215,12,70,Moderate
215,13,126,Unhealthy
215,14,67,Moderate
215,15,77,Moderate
215,16,126,Unhealthy
215,17,75,Moderate
215,18,68,Moderate
215,19,105,Unhealthy
215,20,126,Unhealthy
215,21,78,Moderate
215,22,109,Unhealthy
215,23,77,Moderate
216,0,50,Good
216,1,115,Unhealthy
216,2,93,Moderate
216,3,72,Moderate
216,4,129,Unhealthy
216,5,118,Unhealthy
216,6,99,Moderate
216,7,56,Moderate
216,8,77,Moderate
216,9,122,Unhealthy
216,10,119,Unhealthy
216,11,54,Moderate
216,12,116,Unhealthy
216,13,90,Moderate
216,14,128,Unhealthy
216,15,50,Good
216,16,118,Unhealthy
216,17,51,Moderate
216,18,86,Moderate
216,19,108,Unhealthy
216,20,97,Moderate
216,21,55,Moderate
216,22,124,Unhealthy
216,23,100,Moderate
217,0,122,Unhealthy
217,1,71,Moderate
217,2,59,Moderate
217,3,123,Unhealthy
217,4,122,Unhealthy
217,5,97,Moderate
217,6,78,Moderate
217,7,64,Moderate
217,8,117,Unhealthy
217,9,57,Moderate
217,10,72,Moderate
217,11,90,Moderate
217,12,65,Moderate
217,13,106,Unhealthy
217,14,125,Unhealthy
217,15,91,Moderate
217,16,54,Moderate
217,17,72,Moderate
217,18,75,Moderate
217,19,79,Moderate
217,20,110,Unhealthy
217,21,60,Moderate
217,22,95,Moderate
217,23,118,Unhealthy
218,0,108,Unhealthy
218,1,64,Moderate
218,2,84,Moderate
218,3,108,Unhealthy
218,4,95,Moderate
218,5,116,Unhealthy
218,6,101,Unhealthy
218,7,70,Moderate
218,8,128,Unhealthy
218,9,124,Unhealthy
218,10,76,Moderate
218,11,63,Moderate
218,12,100,Moderate
218,13,124,Unhealthy
218,14,111,Unhealthy
218,15,104,Unhealthy
218,16,130,Unhealthy
218,17,55,Moderate
218,18,126,Unhealthy
218,19,126,Unhealthy
218,20,116,Unhealthy
218,21,109,Unhealthy
218,22,100,Moderate
218,23,63,Moderate
219,0,98,Moderate
219,1,77,Moderate
219,2,75,Moderate
219,3,128,Unhealthy
219,4,124,Unhealthy
219,5,124,Unhealthy
219,6,73,Moderate
219,7,95,Moderate
219,8,86,Moderate
219,9,62,Moderate
219,10,127,Unhealthy
219,11,123,Unhealthy
219,12,65,Moderate
219,13,110,Unhealthy
219,14,116,Unhealthy
219,15,127,Unhealthy
219,16,111,Unhealthy
219,17,117,Unhealthy
219,18,65,Moderate
219,19,82,Moderate
219,20,105,Unhealthy
219,21,120,Unhealthy
219,22,105,Unhealthy
219,23,97,Moderate
220,0,115,Unhealthy
220,1,50,Good
220,2,96,Moderate
220,3,57,Moderate
220,4,102,Unhealthy
220,5,122,Unhealthy
220,6,79,Moderate
220,7,89,Moderate
220,8,91,Moderate
220,9,95,Moderate
220,10,126,Unhealthy
220,11,130,Unhealthy
220,12,103,Unhealthy
220,13,94,Moderate
220,14,71,Moderate
220,15,72,Moderate
220,16,93,Moderate
220,17,75,Moderate
220,18,57,Moderate
220,19,64,Moderate
220,20,96,Moderate
220,21,130,Unhealthy
220,22,119,Unhealthy
220,23,107,Unhealthy
221,0,111,Unhealthy
221,1,90,Moderate
221,2,130,Unhealthy
221,3,111,Unhealthy
221,4,127,Unhealthy
221,5,58,Moderate
221,6,116,Unhealthy
221,7,122,Unhealthy
221,8,111,Unhealthy
221,9,53,Moderate
221,10,79,Moderate
221,11,81,Moderate
221,12,69,Moderate
221,13,111,Unhealthy
221,14,56,Moderate
221,15,66,Moderate
221,16,50,Good
221,17,113,Unhealthy
221,18,106,Unhealthy
221,19,63,Moderate
221,20,66,Moderate
221,21,100,Moderate
221,22,58,Moderate
221,23,93,Moderate
222,0,63,Moderate
222,1,124,Unhealthy
222,2,71,Moderate
222,3,67,Moderate
222,4,96,Moderate
222,5,68,Moderate
222,6,59,Moderate
222,7,92,Moderate
222,8,55,Moderate
222,9,74,Moderate
222,10,89,Moderate
222,11,113,Unhealthy
222,12,71,Moderate
222,13,99,Moderate
222,14,117,Unhealthy
222,15,60,Moderate
222,16,59,Moderate
222,17,127,Unhealthy
222,18,119,Unhealthy
222,19,60,Moderate
222,20,110,Unhealthy
222,21,55,Moderate
222,22,115,Unhealthy
222,23,86,Moderate
223,0,114,Unhealthy
223,1,85,Moderate
223,2,130,Unhealthy
223,3,115,Unhealthy
223,4,99,Moderate
223,5,112,Unhealthy
223,6,65,Moderate
223,7,62,Moderate
223,8,124,Unhealthy
223,9,75,Moderate
223,10,120,Unhealthy
223,11,66,Moderate
223,12,61,Moderate
223,13,70,Moderate
223,14,127,Unhealthy
223,15,112,Unhealthy
223,16,75,Moderate
223,17,109,Unhealthy
223,18,125,Unhealthy
223,19,93,Moderate
223,20,105,Unhealthy
223,21,74,Moderate
223,22,105,Unhealthy
223,23,61,Moderate
224,0,67,Moderate
224,1,112,Unhealthy
224,2,91,Moderate
224,3,107,Unhealthy
224,4,105,Unhealthy
224,5,104,Unhealthy
224,6,115,Unhealthy
224,7,51,Moderate
224,8,124,Unhealthy
224,9,70,Moderate
224,10,121,Unhealthy
224,11,54,Moderate
224,12,99,Moderate
224,13,74,Moderate
224,14,62,Moderate
224,15,61,Moderate
224,16,52,Moderate
224,17,70,Moderate
224,18,74,Moderate
224,19,109,Unhealthy
224,20,55,Moderate
224,21,127,Unhealthy
224,22,130,Unhealthy
224,23,91,Moderate
225,0,66,Moderate
225,1,99,Moderate
225,2,119,Unhealthy
225,3,54,Moderate
225,4,77,Moderate
225,5,69,Moderate
225,6,86,Moderate
225,7,125,Unhealthy
225,8,91,Moderate
225,9,94,Moderate
225,10,84,Moderate
225,11,114,Unhealthy
225,12,75,Moderate
225,13,119,Unhealthy
225,14,120,Unhealthy
225,15,116,Unhealthy
225,16,51,Moderate
225,17,79,Moderate
225,18,82,Moderate
225,19,100,Moderate
225,20,67,Moderate
225,21,59,Moderate
225,22,114,Unhealthy
225,23,78,Moderate
226,0,57,Moderate
226,1,74,Moderate
226,2,129,Unhealthy
226,3,122,Unhealthy
226,4,79,Moderate
226,5,96,Moderate
226,6,51,Moderate
226,7,50,Good
226,8,81,Moderate
226,9,74,Moderate
226,10,76,Moderate
226,11,67,Moderate
226,12,101,Unhealthy
226,13,74,Moderate
226,14,113,Unhealthy
226,15,85,Moderate
226,16,125,Unhealthy
226,17,56,Moderate
226,18,114,Unhealthy
226,19,103,Unhealthy
226,20,73,Moderate
226,21,85,Moderate
226,22,52,Moderate
226,23,112,Unhealthy
227,0,88,Moderate
227,1,52,Moderate
227,2,95,Moderate
227,3,53,Moderate
227,4,119,Unhealthy
227,5,72,Moderate
227,6,97,Moderate
227,7,87,Moderate
227,8,85,Moderate
227,9,77,Moderate
227,10,108,Unhealthy
227,11,55,Moderate
227,12,107,Unhealthy
227,13,78,Moderate
227,14,61,Moderate
227,15,85,Moderate
227,16,110,Unhealthy
227,17,83,Moderate
227,18,68,Moderate
227,19,76,Moderate
227,20,75,Moderate
227,21,97,Moderate
227,22,119,Unhealthy
227,23,92,Moderate
228,0,112,Unhealthy
228,1,118,Unhealthy
228,2,69,Moderate
228,3,105,Unhealthy
228,4,71,Moderate
228,5,117,Unhealthy
228,6,106,Unhealthy
228,7,81,Moderate
228,8,106,Unhealthy
228,9,80,Moderate
228,10,77,Moderate
228,11,70,Moderate
228,12,70,Moderate
228,13,127,Unhealthy
228,14,101,Unhealthy
228,15,100,Moderate
228,16,109,Unhealthy
228,17,118,Unhealthy
228,18,86,Moderate
228,19,76,Moderate
228,20,57,Moderate
228,21,75,Moderate
228,22,74,Moderate
228,23,75,Moderate
229,0,129,Unhealthy
229,1,53,Moderate
229,2,95,Moderate
229,3,52,Moderate
229,4,129,Unhealthy
229,5,92,Moderate
229,6,75,Moderate
229,7,84,Moderate
229,8,53,Moderate
229,9,113,Unhealthy
229,10,129,Unhealthy
229,11,116,Unhealthy
229,12,129,Unhealthy
229,13,91,Moderate
229,14,89,Moderate
229,15,115,Unhealthy
229,16,101,Unhealthy
229,17,99,Moderate
229,18,58,Moderate
229,19,96,Moderate
229,20,101,Unhealthy
229,21,66,Moderate
229,22,130,Unhealthy
229,23,100,Moderate
230,0,77,Moderate
230,1,64,Moderate
230,2,130,Unhealthy
230,3,88,Moderate
230,4,65,Moderate
230,5,95,Moderate
230,6,127,Unhealthy
230,7,82,Moderate
230,8,129,Unhealthy
230,9,55,Moderate
230,10,105,Unhealthy
230,11,86,Moderate
230,12,130,Unhealthy
230,13,119,Unhealthy
230,14,85,Moderate
230,15,70,Moderate
230,16,55,Moderate
230,17,75,Moderate
230,18,78,Moderate
230,19,110,Unhealthy
230,20,91,Moderate
230,21,101,Unhealthy
230,22,83,Moderate
230,23,53,Moderate
231,0,65,Moderate
231,1,77,Moderate
231,2,79,Moderate
231,3,91,Moderate
231,4,114,Unhealthy
231,5,115,Unhealthy
231,6,79,Moderate
231,7,85,Moderate
231,8,118,Unhealthy
231,9,105,Unhealthy
231,10,114,Unhealthy
231,11,129,Unhealthy
231,12,122,Unhealthy
231,13,96,Moderate
231,14,79,Moderate
231,15,88,Moderate
231,16,73,Moderate
231,17,128,Unhealthy
231,18,71,Moderate
231,19,103,Unhealthy
231,20,84,Moderate
231,21,58,Moderate
231,22,89,Moderate
231,23,110,Unhealthy
232,0,68,Moderate
232,1,69,Moderate
232,2,108,Unhealthy
232,3,112,Unhealthy
232,4,102,Unhealthy
232,5,90,Moderate
232,6,52,Moderate
232,7,55,Moderate
232,8,102,Unhealthy
232,9,54,Moderate
232,10,123,Unhealthy
232,11,122,Unhealthy
232,12,55,Moderate
232,13,56,Moderate
232,14,120,Unhealthy
232,15,101,Unhealthy
232,16,92,Moderate
232,17,92,Moderate
232,18,75,Moderate
232,19,83,Moderate
232,20,52,Moderate
232,21,52,Moderate
232,22,67,Moderate
232,23,130,Unhealthy
233,0,82,Moderate
233,1,63,Moderate
233,2,130,Unhealthy
233,3,70,Moderate
233,4,74,Moderate
233,5,56,Moderate
233,6,129,Unhealthy
233,7,121,Unhealthy
233,8,96,Moderate
233,9,104,Unhealthy
233,10,72,Moderate
233,11,119,Unhealthy
233,12,66,Moderate
233,13,81,Moderate
233,14,63,Moderate
233,15,62,Moderate
233,16,130,Unhealthy
233,17,56,Moderate
233,18,117,Unhealthy
233,19,98,Moderate
233,20,62,Moderate
233,21,71,Moderate
233,22,121,Unhealthy
233,23,80,Moderate
234,0,92,Moderate
234,1,75,Moderate
234,2,65,Moderate
234,3,129,Unhealthy
234,4,64,Moderate
234,5,112,Unhealthy
234,6,113,Unhealthy
234,7,89,Moderate
234,8,80,Moderate
234,9,101,Unhealthy
234,10,70,Moderate
234,11,53,Moderate
234,12,52,Moderate
234,13,93,Moderate
234,14,130,Unhealthy
234,15,84,Moderate
234,16,116,Unhealthy
234,17,58,Moderate
234,18,64,Moderate
234,19,50,Good
234,20,60,Moderate
234,21,85,Moderate
234,22,107,Unhealthy
234,23,62,Moderate
235,0,107,Unhealthy
235,1,124,Unhealthy
235,2,60,Moderate
235,3,116,Unhealthy
235,4,123,Unhealthy
235,5,112,Unhealthy
235,6,87,Moderate
235,7,124,Unhealthy
235,8,102,Unhealthy
235,9,55,Moderate
235,10,99,Moderate
235,11,85,Moderate
235,12,74,Moderate
235,13,80,Moderate
235,14,87,Moderate
235,15,94,Moderate
235,16,97,Moderate
235,17,90,Moderate
235,18,74,Moderate
235,19,51,Moderate
235,20,65,Moderate
235,21,91,Moderate
235,22,73,Moderate
235,23,76,Moderate
236,0,118,Unhealthy
236,1,93,Moderate
236,2,87,Moderate
236,3,82,Moderate
236,4,52,Moderate
236,5,95,Moderate
236,6,63,Moderate
236,7,122,Unhealthy
236,8,100,Moderate
236,9,110,Unhealthy
236,10,124,Unhealthy
236,11,111,Unhealthy
236,12,77,Moderate
236,13,53,Moderate
236,14,123,Unhealthy
236,15,111,Unhealthy
236,16,126,Unhealthy
236,17,86,Moderate
236,18,125,Unhealthy
236,19,79,Moderate
236,20,69,Moderate
236,21,90,Moderate
236,22,80,Moderate
236,23,129,Unhealthy
237,0,115,Unhealthy
237,1,52,Moderate
237,2,119,Unhealthy
237,3,113,Unhealthy
237,4,65,Moderate
237,5,69,Moderate
237,6,54,Moderate
237,7,75,Moderate
237,8,73,Moderate
237,9,105,Unhealthy
237,10,72,Moderate
237,11,114,Unhealthy
237,12,104,Unhealthy
237,13,103,Unhealthy
237,14,84,Moderate
237,15,86,Moderate
237,16,53,Moderate
237,17,94,Moderate
237,18,101,Unhealthy
237,19,129,Unhealthy
237,20,88,Moderate
237,21,126,Unhealthy
237,22,108,Unhealthy
237,23,85,Moderate
238,0,112,Unhealthy
238,1,109,Unhealthy
238,2,60,Moderate
238,3,119,Unhealthy
238,4,82,Moderate
238,5,89,Moderate
238,6,114,Unhealthy
238,7,93,Moderate
238,8,54,Moderate
238,9,80,Moderate
238,10,53,Moderate
238,11,60,Moderate
238,12,79,Moderate
238,13,110,Unhealthy
238,14,109,Unhealthy
238,15,97,Moderate
238,16,50,Good
238,17,127,Unhealthy
238,18,105,Unhealthy
238,19,125,Unhealthy
238,20,82,Moderate
238,21,96,Moderate
238,22,57,Moderate
238,23,61,Moderate
239,0,89,Moderate
239,1,65,Moderate
239,2,51,Moderate
239,3,72,Moderate
239,4,53,Moderate
239,5,96,Moderate
239,6,96,Moderate
239,7,125,Unhealthy
239,8,87,Moderate
239,9,57,Moderate
239,10,103,Unhealthy
239,11,84,Moderate
239,12,107,Unhealthy
239,13,91,Moderate
239,14,89,Moderate
239,15,110,Unhealthy
239,16,110,Unhealthy
239,17,100,Moderate
239,18,85,Moderate
239,19,130,Unhealthy
239,20,55,Moderate
239,21,127,Unhealthy
239,22,130,Unhealthy
239,23,56,Moderate
240,0,81,Moderate
240,1,108,Unhealthy
240,2,57,Moderate
240,3,80,Moderate
240,4,111,Unhealthy
240,5,130,Unhealthy
240,6,75,Moderate
240,7,113,Unhealthy
240,8,80,Moderate
240,9,82,Moderate
240,10,88,Moderate
240,11,86,Moderate
240,12,113,Unhealthy
240,13,95,Moderate
240,14,103,Unhealthy
240,15,85,Moderate
240,16,123,Unhealthy
240,17,74,Moderate
240,18,102,Unhealthy
240,19,67,Moderate
240,20,51,Moderate
240,21,98,Moderate
240,22,71,Moderate
240,23,65,Moderate
241,0,100,Moderate
241,1,128,Unhealthy
241,2,56,Moderate
241,3,80,Moderate
241,4,119,Unhealthy
241,5,62,Moderate
241,6,100,Moderate
241,7,112,Unhealthy
241,8,116,Unhealthy
241,9,104,Unhealthy
241,10,62,Moderate
241,11,74,Moderate
241,12,122,Unhealthy
241,13,72,Moderate
241,14,80,Moderate
241,15,83,Moderate
241,16,65,Moderate
241,17,110,Unhealthy
241,18,61,Moderate
241,19,69,Moderate
241,20,72,Moderate
241,21,93,Moderate
241,22,90,Moderate
241,23,65,Moderate
242,0,86,Moderate
242,1,84,Moderate
242,2,81,Moderate
242,3,101,Unhealthy
242,4,93,Moderate
242,5,107,Unhealthy
242,6,95,Moderate
242,7,130,Unhealthy
242,8,78,Moderate
242,9,50,Good
242,10,128,Unhealthy
242,11,101,Unhealthy
242,12,53,Moderate
242,13,112,Unhealthy
242,14,93,Moderate
242,15,51,Moderate
242,16,88,Moderate
242,17,110,Unhealthy
242,18,123,Unhealthy
242,19,92,Moderate
242,20,130,Unhealthy
242,21,83,Moderate
242,22,127,Unhealthy
242,23,56,Moderate
243,0,69,Moderate
243,1,69,Moderate
243,2,112,Unhealthy
243,3,91,Moderate
243,4,83,Moderate
243,5,52,Moderate
243,6,94,Moderate
243,7,120,Unhealthy
243,8,61,Moderate
243,9,61,Moderate
243,10,50,Good
243,11,50,Good
243,12,54,Moderate
243,13,70,Moderate
243,14,61,Moderate
243,15,100,Moderate
243,16,122,Unhealthy
243,17,79,Moderate
243,18,84,Moderate
243,19,124,Unhealthy
243,20,83,Moderate
243,21,94,Moderate
243,22,74,Moderate
243,23,100,Moderate
244,0,71,Moderate
244,1,67,Moderate
244,2,56,Moderate
244,3,75,Moderate
244,4,77,Moderate
244,5,97,Moderate
244,6,115,Unhealthy
244,7,73,Moderate
244,8,83,Moderate
244,9,80,Moderate
244,10,50,Good
244,11,99,Moderate
244,12,77,Moderate
244,13,103,Unhealthy
244,14,79,Moderate
244,15,125,Unhealthy
244,16,128,Unhealthy
244,17,75,Moderate
244,18,84,Moderate
244,19,105,Unhealthy
244,20,89,Moderate
244,21,124,Unhealthy
244,22,112,Unhealthy
244,23,62,Moderate
245,0,86,Moderate
245,1,93,Moderate
245,2,51,Moderate
245,3,83,Moderate
245,4,117,Unhealthy
245,5,107,Unhealthy
245,6,104,Unhealthy
245,7,75,Moderate
245,8,98,Moderate
245,9,61,Moderate
245,10,75,Moderate
245,11,127,Unhealthy
245,12,128,Unhealthy
245,13,129,Unhealthy
245,14,53,Moderate
245,15,85,Moderate
245,16,53,Moderate
245,17,115,Unhealthy
245,18,105,Unhealthy
245,19,83,Moderate
245,20,64,Moderate
245,21,112,Unhealthy
245,22,64,Moderate
245,23,115,Unhealthy
246,0,128,Unhealthy
246,1,113,Unhealthy
246,2,129,Unhealthy
246,3,71,Moderate
246,4,64,Moderate
246,5,71,Moderate
246,6,50,Good
246,7,108,Unhealthy
246,8,82,Moderate
246,9,95,Moderate
246,10,51,Moderate
246,11,80,Moderate
246,12,125,Unhealthy
246,13,53,Moderate
246,14,72,Moderate
246,15,128,Unhealthy
246,16,93,Moderate
246,17,92,Moderate
246,18,64,Moderate
246,19,72,Moderate
246,20,120,Unhealthy
246,21,54,Moderate
246,22,116,Unhealthy
246,23,130,Unhealthy
247,0,87,Moderate
247,1,128,Unhealthy
247,2,125,Unhealthy
247,3,60,Moderate
247,4,63,Moderate
247,5,97,Moderate
247,6,113,Unhealthy
247,7,82,Moderate
247,8,101,Unhealthy
247,9,51,Moderate
247,10,66,Moderate
247,11,97,Moderate
247,12,67,Moderate
247,13,92,Moderate
247,14,85,Moderate
247,15,86,Moderate
247,16,62,Moderate
247,17,70,Moderate
247,18,75,Moderate
247,19,86,Moderate
247,20,96,Moderate
247,21,106,Unhealthy
247,22,99,Moderate
247,23,108,Unhealthy
248,0,105,Unhealthy
248,1,92,Moderate
248,2,77,Moderate
248,3,56,Moderate
248,4,104,Unhealthy
248,5,101,Unhealthy
248,6,80,Moderate
248,7,116,Unhealthy
248,8,51,Moderate
248,9,67,Moderate
248,10,127,Unhealthy
248,11,119,Unhealthy
248,12,92,Moderate
248,13,81,Moderate
248,14,108,Unhealthy
248,15,78,Moderate
248,16,121,Unhealthy
248,17,103,Unhealthy
248,18,116,Unhealthy
248,19,92,Moderate
248,20,92,Moderate
248,21,87,Moderate
248,22,58,Moderate
248,23,95,Moderate
249,0,50,Good
249,1,79,Moderate
249,2,124,Unhealthy
249,3,121,Unhealthy
249,4,101,Unhealthy
249,5,78,Moderate
249,6,54,Moderate
249,7,97,Moderate
249,8,116,Unhealthy
249,9,53,Moderate
249,10,81,Moderate
249,11,76,Moderate
249,12,52,Moderate
249,13,52,Moderate
249,14,125,Unhealthy
249,15,61,Moderate
249,16,118,Unhealthy
249,17,53,Moderate
249,18,84,Moderate
249,19,64,Moderate
249,20,125,Unhealthy
249,21,60,Moderate
249,22,91,Moderate
249,23,97,Moderate
250,0,119,Unhealthy
